user_id,product_id,rating
740,1,5
740,1,5
837,1,5
837,1,5
837,1,5
837,1,5
837,1,5
837,1,5
837,1,5
837,1,5
837,1,5
837,1,5
837,1,5
837,1,5
837,1,5
837,1,5
837,1,5
319,1,4
319,1,4
319,1,5
319,1,3
319,1,5
319,1,4
319,1,4
319,1,4
319,1,4
319,1,4
559,1,4
559,1,5
559,1,4
559,1,4
559,1,3
559,1,4
559,1,4
559,1,4
559,1,4
559,1,4
559,1,4
559,1,4
559,1,5
559,1,4
559,1,1
559,1,4
559,1,5
559,1,4
559,2,4
559,3,4
559,1,5
559,2,5
559,4,4
559,1,5
559,2,4
559,1,5
559,1,5
559,1,4
559,1,5
559,1,5
559,1,4
559,1,5
559,1,4
559,1,4
559,1,4
559,1,3
559,1,2
559,1,5
559,1,4
559,1,1
559,1,4
559,1,4
559,1,4
559,1,4
559,1,5
559,1,5
559,1,5
559,1,4
559,1,4
559,1,4
559,1,4
559,1,4
559,1,4
559,1,4
294,1,3
294,1,3
294,1,3
294,1,3
294,1,1
294,1,3
294,1,3
294,1,3
294,1,4
294,1,4
294,1,4
294,1,4
294,1,4
294,1,2
294,1,2
294,1,2
294,1,2
294,1,1
294,1,1
294,1,1
294,1,1
294,1,1
294,1,5
294,1,4
294,1,4
294,1,4
294,1,4
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,4
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,2
294,1,2
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,4
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,4
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,5
294,1,4
294,1,4
294,1,4
294,1,4
294,1,4
294,1,4
294,1,4
294,1,4
294,1,4
294,1,4
294,1,4
294,1,4
294,1,4
294,1,4
294,1,4
294,1,4
294,1,5
294,1,5
294,1,4
294,1,4
294,1,4
294,1,4
294,1,4
294,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,5
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,5
605,1,4
605,1,5
605,1,5
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,5
605,1,4
605,1,5
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,5
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,5
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,5
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,5
605,1,4
605,1,4
605,1,4
605,1,5
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,5
605,1,4
605,1,4
605,1,5
605,1,4
605,1,5
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,5
605,1,4
605,1,5
605,1,4
605,1,5
605,1,4
605,1,4
605,1,4
605,1,4
605,1,5
605,1,4
605,1,4
605,1,4
605,1,5
605,1,5
605,1,5
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,5
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,5
605,1,5
605,1,5
605,1,5
605,1,5
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,5
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,5
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,5
605,1,4
605,1,5
605,1,5
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,5
605,1,4
605,1,5
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,5
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,5
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,5
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,5
605,1,4
605,1,4
605,1,4
605,1,5
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,5
605,1,4
605,1,4
605,1,5
605,1,4
605,1,5
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,5
605,1,4
605,1,5
605,1,4
605,1,5
605,1,4
605,1,4
605,1,4
605,1,4
605,1,5
605,1,4
605,1,4
605,1,4
605,1,5
605,1,5
605,1,5
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,5
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,5
605,1,5
605,1,5
605,1,5
605,1,5
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,4
605,1,5
309,1,3
309,1,4
309,1,5
309,1,4
309,1,3
309,1,3
309,1,3
309,1,4
309,1,3
309,1,5
309,1,4
309,1,3
309,1,5
309,1,5
309,1,5
309,1,5
309,1,3
309,1,4
309,1,4
309,1,5
309,1,4
309,1,3
309,1,5
309,1,4
309,1,1
309,1,4
309,1,4
309,1,4
309,1,4
309,1,2
309,1,5
309,1,4
309,1,5
309,1,5
309,1,5
309,1,4
309,1,3
309,1,4
309,1,4
309,1,4
309,1,4
309,1,4
309,1,4
309,1,4
309,1,5
309,1,5
309,1,5
309,1,5
309,1,4
309,1,4
309,1,5
309,1,4
309,1,4
309,1,3
309,1,5
309,1,4
309,1,4
309,1,4
309,1,5
309,1,4
309,1,3
309,1,5
309,1,4
309,1,4
309,1,5
309,1,4
309,1,4
309,1,4
309,1,4
309,1,4
309,1,4
309,1,4
309,1,4
309,1,4
309,1,5
309,1,5
309,1,3
309,1,4
309,1,5
309,1,4
309,1,3
309,1,3
309,1,3
309,1,4
309,1,3
309,1,5
309,1,4
309,1,3
309,1,5
309,1,5
309,1,5
309,1,5
309,1,3
309,1,4
309,1,4
309,1,5
309,1,4
309,1,3
309,1,5
309,1,4
309,1,1
309,1,4
309,1,4
309,1,4
309,1,4
309,1,2
309,1,5
309,1,4
309,1,5
309,1,5
309,1,5
309,1,4
309,1,3
309,1,4
309,1,4
309,1,4
309,1,4
309,1,4
309,1,4
309,1,4
309,1,5
309,1,5
309,1,5
309,1,5
309,1,4
309,1,4
309,1,5
309,1,4
309,1,4
309,1,3
309,1,5
309,1,4
309,1,4
309,1,4
309,1,5
309,1,4
309,1,3
309,1,5
309,1,4
309,1,4
309,1,5
309,1,4
309,1,4
309,1,4
309,1,4
309,1,4
309,1,4
309,1,4
309,1,4
309,1,4
309,1,5
309,1,5
309,1,3
309,1,4
309,1,5
309,1,4
309,1,3
309,1,3
309,1,3
309,1,4
309,1,3
309,1,5
309,1,4
309,1,3
309,1,5
309,1,5
309,1,5
309,1,5
309,1,3
309,1,4
309,1,4
309,1,5
309,1,4
309,1,3
309,1,5
309,1,4
309,1,1
309,1,4
309,1,4
309,1,4
309,1,4
309,1,2
309,1,5
309,1,4
309,1,5
309,1,5
309,1,5
309,1,4
309,1,3
309,1,4
309,1,4
309,1,4
309,1,4
309,1,4
309,1,4
309,1,4
309,1,5
309,1,5
309,1,5
309,1,5
309,1,4
309,1,4
309,1,5
309,1,4
309,1,4
